p	form_index	Kmax	min_k	represented_ks	count	k	status	decision	nodes	witness	value	gcd	method
83	24	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	7	[1, 0, 0, 3, -7]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	25	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	25	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	25	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[0, 0, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	25	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	11	[-1, -1, -2, -1, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	25	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	35	[-5, -1, -4, -3, -1]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	25	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	6	[-6, 0, -9, -5, -2]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	26	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	26	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	26	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	10	[-1, -1, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	26	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	6	[-2, -1, 0, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	26	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	37	[-3, -1, 1, -1, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	26	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	35	[-4, 3, 5, -4, -6]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	27	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	27	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	27	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[-1, -1, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	27	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	15	[0, -2, 0, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	27	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	19	[-1, -5, -2, -1, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	27	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	8	[-2, -4, -3, -3, -6]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	28	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	28	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	28	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	9	[-1, 0, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	28	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	9	[-1, 0, 0, -2, 1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	28	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	6	[-1, 0, -1, -4, 0]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	28	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	26	[-5, 0, -1, -8, 1]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	29	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	29	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	29	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	12	[1, -1, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	29	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	7	[-1, 1, 0, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	29	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	8	[-1, 1, 0, -1, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	29	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	6	[0, -2, 1, -1, -7]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	30	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	30	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	30	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[0, 0, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	30	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	32	[1, -2, -1, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	30	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	10	[-1, -1, 2, -2, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	30	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	6	[0, -2, 1, -3, -7]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	31	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	31	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	31	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	7	[-1, 0, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	31	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	7	[0, 0, -2, 1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	31	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	22	[1, 0, -2, 2, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	31	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	58	[-4, 4, -3, 3, -7]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	32	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	32	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	32	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[0, 0, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	32	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	6	[0, -2, -1, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	32	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	11	[-2, -1, -1, -1, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	32	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	6	[-2, -3, 1, -1, -7]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	33	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	33	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	33	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[0, 0, -1, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	33	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	6	[0, 0, 0, -2, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	33	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	11	[0, 1, -1, -4, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	33	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	6	[-3, 0, -1, -8, -4]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	34	5	1	[1, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	34	5	1	[1, 3, 4, 5]	4	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	34	5	1	[1, 3, 4, 5]	4	2	NOT_FOUND	NO_EXACT	28		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	34	5	1	[1, 3, 4, 5]	4	3	FOUND	YES_EXACT	6	[1, 0, -2, 0, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	34	5	1	[1, 3, 4, 5]	4	4	FOUND	YES_EXACT	61	[2, 1, -4, 2, 0]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	34	5	1	[1, 3, 4, 5]	4	5	FOUND	YES_EXACT	203	[4, -1, -8, 2, -1]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	35	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	35	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	35	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[0, -1, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	35	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	12	[-1, -2, 1, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	35	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	6	[-1, -2, -1, -1, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	35	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	6	[0, 0, 1, 0, -7]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	36	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	36	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	36	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	10	[-1, 0, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	36	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	15	[0, 1, 0, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	36	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	25	[-2, 1, 1, -1, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	36	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	6	[-5, 0, 1, 2, -7]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	37	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	37	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	37	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	6	[0, -1, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	37	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	6	[0, -2, -2, 0, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	37	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	27	[-1, -3, -3, 2, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	37	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	10	[4, -2, -3, 0, -7]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	38	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	38	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	38	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	13	[0, -1, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	38	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	19	[-2, 1, -1, 1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	38	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	6	[1, 1, 1, -1, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	38	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	13	[1, 2, 2, 0, -6]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	39	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	39	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	39	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	24	[-1, 0, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	39	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	6	[1, -1, -3, -2, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	39	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	127	[0, -1, -5, -3, -1]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	39	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	6	[-1, -5, -6, -5, -3]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	40	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	40	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	40	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	9	[-1, 0, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	40	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	6	[0, -2, -2, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	40	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	6	[-2, 0, -2, -1, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	40	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	6	[-3, -1, -4, -3, -6]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	41	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	41	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	41	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	11	[0, 1, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	41	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	11	[1, 0, 0, -2, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	41	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	16	[-1, -2, 2, -4, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	41	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	6	[-2, -1, 3, -7, -7]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	42	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	42	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	42	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	8	[-2, -1, 0, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	42	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	6	[0, 0, -2, 0, 1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	42	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	6	[-1, -1, -4, 0, 1]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	42	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	254	[-1, -1, -8, 0, 1]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	43	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	43	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	43	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[0, -1, -1, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	43	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	6	[0, -2, -2, -2, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	43	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	15	[-2, -3, -4, -4, -1]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	43	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	36	[2, -8, -6, -9, -3]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	44	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	44	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	44	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	6	[-1, 0, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	44	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	11	[-3, 0, -2, -1, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	44	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	9	[-4, -1, -5, -2, -1]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	44	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	6	[-6, -2, -9, -5, 0]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	45	5	1	[1, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	45	5	1	[1, 3, 4, 5]	4	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	45	5	1	[1, 3, 4, 5]	4	2	NOT_FOUND	NO_EXACT	50		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	45	5	1	[1, 3, 4, 5]	4	3	FOUND	YES_EXACT	6	[-2, 0, -1, 0, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	45	5	1	[1, 3, 4, 5]	4	4	FOUND	YES_EXACT	11	[-3, 1, -1, -1, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	45	5	1	[1, 3, 4, 5]	4	5	FOUND	YES_EXACT	6	[-2, 1, -4, -2, -4]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	46	5	1	[1, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	46	5	1	[1, 3, 4, 5]	4	1	FOUND	YES_EXACT	6	[-1, -1, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	46	5	1	[1, 3, 4, 5]	4	2	NOT_FOUND	NO_EXACT	30		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	46	5	1	[1, 3, 4, 5]	4	3	FOUND	YES_EXACT	58	[-1, -2, 0, 1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	46	5	1	[1, 3, 4, 5]	4	4	FOUND	YES_EXACT	6	[0, -2, 1, 0, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	46	5	1	[1, 3, 4, 5]	4	5	FOUND	YES_EXACT	39	[-3, -5, 3, 1, -6]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	47	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	47	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	47	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	9	[1, 0, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	47	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	6	[0, 2, -2, -1, -2]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	47	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	6	[1, 2, -5, -1, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	47	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	37	[1, 5, -11, 2, -3]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	48	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	48	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	48	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	16	[0, 0, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	48	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	6	[0, 0, -2, 0, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
